Community,LocationDay,FrequencyDay
C32,HOSPITAL BUILDING/GROUNDS,4
C32,OTHER RAILROAD PROP / TRAIN DEPOT,4
C32,CHA PARKING LOT/GROUNDS,3
C32,BARBERSHOP,3
C32,CURRENCY EXCHANGE,3
C32,CHA HALLWAY/STAIRWELL/ELEVATOR,2
C32,CLEANING STORE,2
C32,JAIL / LOCK-UP FACILITY,1
C32,WAREHOUSE,1
C32,PAWN SHOP,1
C32,VACANT LOT/LAND,1
C32,BOAT/WATERCRAFT,1
C32,VEHICLE - DELIVERY TRUCK,1
C32,ANIMAL HOSPITAL,1
C32,NEWSSTAND,1
C32,CHA APARTMENT,1
C32,DRIVEWAY - RESIDENTIAL,1
C33,STREET,243
C33,OTHER,164
C33,RESIDENCE,152
C33,APARTMENT,98
C33,PARKING LOT/GARAGE(NON.RESID.),71
C33,SIDEWALK,66
C33,GROCERY FOOD STORE,60
C33,RESTAURANT,57
C33,SMALL RETAIL STORE,33
C33,HOSPITAL BUILDING/GROUNDS,30
C33,SPORTS ARENA/STADIUM,26
C33,GAS STATION,25
C33,RESIDENCE-GARAGE,25
C33,RESIDENCE PORCH/HALLWAY,23
C33,COMMERCIAL / BUSINESS OFFICE,23
C33,PARK PROPERTY,21
C33,"SCHOOL, PUBLIC, BUILDING",20
C33,BANK,19
C33,POLICE FACILITY/VEH PARKING LOT,19
C33,HOTEL/MOTEL,18
C33,VEHICLE NON-COMMERCIAL,17
C33,CTA TRAIN,16
C33,CONSTRUCTION SITE,11
C33,CHA HALLWAY/STAIRWELL/ELEVATOR,9
C33,GOVERNMENT BUILDING/PROPERTY,8
C33,BAR OR TAVERN,7
C33,CTA BUS,7
C33,RESIDENTIAL YARD (FRONT/BACK),6
C33,NURSING HOME/RETIREMENT HOME,5
C33,MEDICAL/DENTAL OFFICE,5
C33,ALLEY,5
C33,CHA APARTMENT,5
C33,JAIL / LOCK-UP FACILITY,5
C33,CONVENIENCE STORE,4
C33,TAXICAB,4
C33,"SCHOOL, PUBLIC, GROUNDS",4
C33,CTA BUS STOP,4
C33,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4
C33,BARBERSHOP,4
C33,LAKEFRONT/WATERFRONT/RIVERBANK,3
C33,TAVERN/LIQUOR STORE,3
C33,DEPARTMENT STORE,3
C33,VEHICLE-COMMERCIAL,2
C33,CTA STATION,2
C33,CTA GARAGE / OTHER PROPERTY,2
C33,CTA PLATFORM,2
C33,VEHICLE - OTHER RIDE SERVICE,2
C33,WAREHOUSE,2
C33,"SCHOOL, PRIVATE, BUILDING",2
C33,CHA PARKING LOT/GROUNDS,2
C33,VACANT LOT/LAND,1
C33,FACTORY/MANUFACTURING BUILDING,1
C33,DRIVEWAY - RESIDENTIAL,1
C33,ATM (AUTOMATIC TELLER MACHINE),1
C34,STREET,172
C34,RESIDENCE,62
C34,SIDEWALK,50
C34,APARTMENT,42
C34,RESTAURANT,32
C34,CHA PARKING LOT/GROUNDS,32
C34,PARKING LOT/GARAGE(NON.RESID.),27
C34,CHA APARTMENT,26
C34,OTHER,26
C34,SMALL RETAIL STORE,20
C34,"SCHOOL, PUBLIC, BUILDING",19
C34,CTA TRAIN,17
C34,GAS STATION,14
C34,CTA STATION,12
C34,RESIDENTIAL YARD (FRONT/BACK),10
C34,RESIDENCE-GARAGE,10
C34,VEHICLE NON-COMMERCIAL,9
C34,LIBRARY,8
C34,SPORTS ARENA/STADIUM,8
C34,CTA PLATFORM,8
C34,ALLEY,8
C34,RESIDENCE PORCH/HALLWAY,7
C34,PARK PROPERTY,6
C34,DRUG STORE,5
C34,GROCERY FOOD STORE,5
C34,COMMERCIAL / BUSINESS OFFICE,4
C34,CHA HALLWAY/STAIRWELL/ELEVATOR,4
C34,HOTEL/MOTEL,4
C34,CONVENIENCE STORE,4
C34,"SCHOOL, PUBLIC, GROUNDS",3
C34,BANK,3
C34,CTA BUS,3
C34,WAREHOUSE,3
C34,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
C34,DRIVEWAY - RESIDENTIAL,2
C34,CONSTRUCTION SITE,2
C34,CTA TRACKS - RIGHT OF WAY,2
C34,"SCHOOL, PRIVATE, BUILDING",2
C34,BAR OR TAVERN,2
C34,VEHICLE - OTHER RIDE SERVICE,1
C34,DAY CARE CENTER,1
C34,ATM (AUTOMATIC TELLER MACHINE),1
C34,BARBERSHOP,1
C34,POOL ROOM,1
C34,TAXICAB,1
C34,VEHICLE-COMMERCIAL,1
C34,CTA GARAGE / OTHER PROPERTY,1
C35,STREET,370
C35,APARTMENT,223
C35,RESIDENCE,208
C35,GROCERY FOOD STORE,147
C35,SIDEWALK,128
C35,PARKING LOT/GARAGE(NON.RESID.),104
C35,OTHER,98
C35,"SCHOOL, PUBLIC, BUILDING",98
C35,CHA PARKING LOT/GROUNDS,56
C35,GAS STATION,41
C35,CHA APARTMENT,41
C35,CHA HALLWAY/STAIRWELL/ELEVATOR,37
C35,RESTAURANT,29
C35,PARK PROPERTY,28
C35,RESIDENCE PORCH/HALLWAY,25
C35,"SCHOOL, PUBLIC, GROUNDS",21
C35,POLICE FACILITY/VEH PARKING LOT,20
C35,NURSING HOME/RETIREMENT HOME,20
C35,VEHICLE NON-COMMERCIAL,18
C35,"SCHOOL, PRIVATE, BUILDING",17
C35,SMALL RETAIL STORE,15
C35,ATHLETIC CLUB,14
C35,CTA BUS,13
C35,COMMERCIAL / BUSINESS OFFICE,12
C35,DRUG STORE,12
C35,COLLEGE/UNIVERSITY GROUNDS,11
C35,BANK,11
C35,RESIDENCE-GARAGE,9
C35,RESIDENTIAL YARD (FRONT/BACK),8
C35,ALLEY,7
C35,LIBRARY,7
C35,HOTEL/MOTEL,6
C35,CONVENIENCE STORE,6
C35,CTA TRAIN,5
C35,TAXICAB,5
C35,CTA STATION,5
C35,MEDICAL/DENTAL OFFICE,5
C35,LAKEFRONT/WATERFRONT/RIVERBANK,5
C35,ABANDONED BUILDING,5
C35,DEPARTMENT STORE,4
C35,CONSTRUCTION SITE,4
C35,CTA BUS STOP,4
C35,CTA PLATFORM,4
C35,"SCHOOL, PRIVATE, GROUNDS",4
C35,CURRENCY EXCHANGE,4
C35,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4
C35,BARBERSHOP,3
C35,GOVERNMENT BUILDING/PROPERTY,3
C35,SPORTS ARENA/STADIUM,2
C35,VEHICLE - OTHER RIDE SERVICE,2
C35,DRIVEWAY - RESIDENTIAL,2
C35,TAVERN/LIQUOR STORE,1
C35,POOL ROOM,1
C35,APPLIANCE STORE,1
C35,VACANT LOT/LAND,1
C35,CTA GARAGE / OTHER PROPERTY,1
C35,BAR OR TAVERN,1
C35,OTHER COMMERCIAL TRANSPORTATION,1
C35,VEHICLE-COMMERCIAL,1
C35,BOAT/WATERCRAFT,1
C35,HOSPITAL BUILDING/GROUNDS,1
C35,ANIMAL HOSPITAL,1
C35,CLEANING STORE,1
C35,DAY CARE CENTER,1
C35,ATM (AUTOMATIC TELLER MACHINE),1
C36,STREET,117
C36,APARTMENT,86
C36,RESIDENCE,79
C36,SIDEWALK,24
C36,RESIDENCE PORCH/HALLWAY,17
C36,RESIDENTIAL YARD (FRONT/BACK),16
C36,OTHER,15
C36,CHA APARTMENT,10
C36,VEHICLE NON-COMMERCIAL,10
C36,RESIDENCE-GARAGE,9
C36,CHA HALLWAY/STAIRWELL/ELEVATOR,9
C36,PARKING LOT/GARAGE(NON.RESID.),9
C36,PARK PROPERTY,9
C36,MEDICAL/DENTAL OFFICE,6
C36,"SCHOOL, PUBLIC, GROUNDS",4
C36,ALLEY,4
C36,COMMERCIAL / BUSINESS OFFICE,4
C36,CHA PARKING LOT/GROUNDS,4
C36,"SCHOOL, PUBLIC, BUILDING",3
C36,DRIVEWAY - RESIDENTIAL,3
C36,TAXICAB,2
C36,CTA BUS,2
C36,"SCHOOL, PRIVATE, BUILDING",2
C36,NURSING HOME/RETIREMENT HOME,1
C36,LAKEFRONT/WATERFRONT/RIVERBANK,1
C36,SPORTS ARENA/STADIUM,1
C36,RESTAURANT,1
C36,VEHICLE - OTHER RIDE SERVICE,1
C36,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C36,HOSPITAL BUILDING/GROUNDS,1
C36,ABANDONED BUILDING,1
C36,CONSTRUCTION SITE,1
C37,STREET,153
C37,RESIDENCE,69
C37,GAS STATION,53
C37,APARTMENT,43
C37,PARKING LOT/GARAGE(NON.RESID.),33
C37,SIDEWALK,29
C37,POLICE FACILITY/VEH PARKING LOT,27
C37,CTA TRAIN,21
C37,CTA STATION,21
C37,OTHER,19
C37,SMALL RETAIL STORE,17
C37,RESTAURANT,17
C37,VEHICLE NON-COMMERCIAL,13
C37,CTA PLATFORM,11
C37,CHA APARTMENT,8
C37,RESIDENCE PORCH/HALLWAY,7
C37,CURRENCY EXCHANGE,6
C37,ALLEY,6
C37,RESIDENTIAL YARD (FRONT/BACK),6
C37,GOVERNMENT BUILDING/PROPERTY,6
C37,CHA HALLWAY/STAIRWELL/ELEVATOR,5
C37,"SCHOOL, PUBLIC, BUILDING",5
C37,COMMERCIAL / BUSINESS OFFICE,5
C37,CTA BUS,3
C37,CHA PARKING LOT/GROUNDS,3
C37,DEPARTMENT STORE,3
C37,PARK PROPERTY,3
C37,CONVENIENCE STORE,3
C37,VACANT LOT/LAND,3
C37,RESIDENCE-GARAGE,3
C37,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
C37,JAIL / LOCK-UP FACILITY,2
C37,NURSING HOME/RETIREMENT HOME,2
C37,OTHER RAILROAD PROP / TRAIN DEPOT,1
C37,ABANDONED BUILDING,1
C37,"SCHOOL, PRIVATE, BUILDING",1
C37,BARBERSHOP,1
C37,HIGHWAY/EXPRESSWAY,1
C37,VEHICLE-COMMERCIAL,1
C37,SPORTS ARENA/STADIUM,1
C37,GROCERY FOOD STORE,1
C37,LIBRARY,1
C37,"SCHOOL, PUBLIC, GROUNDS",1
C37,CTA BUS STOP,1
C37,"SCHOOL, PRIVATE, GROUNDS",1
C38,STREET,558
C38,APARTMENT,425
C38,RESIDENCE,345
C38,SIDEWALK,183
C38,OTHER,109
C38,ALLEY,71
C38,RESIDENCE PORCH/HALLWAY,68
C38,PARKING LOT/GARAGE(NON.RESID.),63
C38,SMALL RETAIL STORE,60
C38,"SCHOOL, PUBLIC, BUILDING",48
C38,RESIDENTIAL YARD (FRONT/BACK),40
C38,VEHICLE NON-COMMERCIAL,39
C38,GROCERY FOOD STORE,39
C38,GAS STATION,39
C38,RESTAURANT,25
C38,CONVENIENCE STORE,22
C38,CHA APARTMENT,21
C38,CTA BUS,19
C38,RESIDENCE-GARAGE,15
C38,"SCHOOL, PUBLIC, GROUNDS",15
C38,HOTEL/MOTEL,14
C38,DEPARTMENT STORE,14
C38,CHA PARKING LOT/GROUNDS,13
C38,PARK PROPERTY,13
C38,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,10
C38,CURRENCY EXCHANGE,10
C38,NURSING HOME/RETIREMENT HOME,9
C38,COMMERCIAL / BUSINESS OFFICE,9
C38,CTA STATION,8
C38,HOSPITAL BUILDING/GROUNDS,8
C38,CHA HALLWAY/STAIRWELL/ELEVATOR,8
C38,CTA TRAIN,8
C38,VACANT LOT/LAND,7
C38,BANK,7
C38,"SCHOOL, PRIVATE, BUILDING",6
C38,CTA PLATFORM,5
C38,MEDICAL/DENTAL OFFICE,5
C38,BAR OR TAVERN,4
C38,VEHICLE-COMMERCIAL,4
C38,GOVERNMENT BUILDING/PROPERTY,4
C38,FIRE STATION,4
C38,TAXICAB,3
C38,CTA GARAGE / OTHER PROPERTY,3
C38,CTA BUS STOP,3
C38,DRUG STORE,3
C38,ABANDONED BUILDING,3
C38,TAVERN/LIQUOR STORE,3
C38,PAWN SHOP,2
C38,LIBRARY,2
C38,AUTO,2
C38,CONSTRUCTION SITE,2
C38,APPLIANCE STORE,1
C38,COLLEGE/UNIVERSITY GROUNDS,1
C38,BARBERSHOP,1
C38,SPORTS ARENA/STADIUM,1
C38,FACTORY/MANUFACTURING BUILDING,1
C38,VEHICLE - OTHER RIDE SERVICE,1
C38,ANIMAL HOSPITAL,1
C38,DRIVEWAY - RESIDENTIAL,1
C38,DAY CARE CENTER,1
C38,WAREHOUSE,1
C38,POOL ROOM,1
C38,ATM (AUTOMATIC TELLER MACHINE),1
C39,STREET,251
C39,APARTMENT,229
C39,RESIDENCE,165
C39,SIDEWALK,60
C39,OTHER,44
C39,PARKING LOT/GARAGE(NON.RESID.),34
C39,GAS STATION,32
C39,"SCHOOL, PUBLIC, BUILDING",30
C39,RESIDENCE PORCH/HALLWAY,27
C39,SMALL RETAIL STORE,25
C39,RESIDENTIAL YARD (FRONT/BACK),22
C39,VEHICLE NON-COMMERCIAL,18
C39,RESTAURANT,12
C39,GROCERY FOOD STORE,11
C39,RESIDENCE-GARAGE,9
C39,ALLEY,7
C39,CONVENIENCE STORE,7
C39,NURSING HOME/RETIREMENT HOME,7
C39,"SCHOOL, PUBLIC, GROUNDS",6
C39,DRUG STORE,6
C39,COMMERCIAL / BUSINESS OFFICE,6
C39,PARK PROPERTY,6
C39,BANK,5
C39,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5
C39,CHA APARTMENT,4
C39,DRIVEWAY - RESIDENTIAL,4
C39,CTA BUS,4
C39,TAVERN/LIQUOR STORE,4
C39,DEPARTMENT STORE,4
C39,GOVERNMENT BUILDING/PROPERTY,3
C39,CHA HALLWAY/STAIRWELL/ELEVATOR,2
C39,DAY CARE CENTER,2
C39,HOTEL/MOTEL,2
C39,MEDICAL/DENTAL OFFICE,1
C39,VEHICLE - OTHER RIDE SERVICE,1
C39,CTA BUS STOP,1
C39,VEHICLE - DELIVERY TRUCK,1
C39,HOSPITAL BUILDING/GROUNDS,1
C39,ABANDONED BUILDING,1
C39,CHA PARKING LOT/GROUNDS,1
C39,HIGHWAY/EXPRESSWAY,1
C39,GANGWAY,1
C39,"SCHOOL, PRIVATE, BUILDING",1
C39,VACANT LOT/LAND,1
C4,STREET,247
C4,RESIDENCE,191
C4,APARTMENT,157
C4,OTHER,109
C4,SIDEWALK,66
C4,GROCERY FOOD STORE,64
C4,PARKING LOT/GARAGE(NON.RESID.),47
C4,RESIDENCE PORCH/HALLWAY,46
C4,RESIDENCE-GARAGE,33
C4,RESIDENTIAL YARD (FRONT/BACK),33
C4,"SCHOOL, PUBLIC, BUILDING",31
C4,SMALL RETAIL STORE,30
C4,VEHICLE NON-COMMERCIAL,28
C4,ALLEY,27
C4,HOSPITAL BUILDING/GROUNDS,25
C4,RESTAURANT,25
C4,NURSING HOME/RETIREMENT HOME,23
C4,ATHLETIC CLUB,17
C4,BAR OR TAVERN,13
C4,PARK PROPERTY,11
C4,ATM (AUTOMATIC TELLER MACHINE),10
C4,"SCHOOL, PRIVATE, BUILDING",10
C4,CONVENIENCE STORE,9
C4,COMMERCIAL / BUSINESS OFFICE,9
C4,LIBRARY,9
C4,DRUG STORE,9
C4,CTA BUS,9
C4,"SCHOOL, PUBLIC, GROUNDS",8
C4,BANK,8
C4,DEPARTMENT STORE,6
C4,GAS STATION,6
C4,CEMETARY,5
C4,HOTEL/MOTEL,5
C4,CTA STATION,4
C4,OTHER RAILROAD PROP / TRAIN DEPOT,4
C4,DRIVEWAY - RESIDENTIAL,3
C4,CTA TRAIN,3
C4,POLICE FACILITY/VEH PARKING LOT,2
C4,VEHICLE-COMMERCIAL,2
C4,SPORTS ARENA/STADIUM,2
C4,VACANT LOT/LAND,2
C4,CTA BUS STOP,2
C4,TAVERN/LIQUOR STORE,2
C4,CONSTRUCTION SITE,1
C4,BARBERSHOP,1
C4,CTA GARAGE / OTHER PROPERTY,1
C4,BRIDGE,1
C4,GOVERNMENT BUILDING/PROPERTY,1
C4,CTA PLATFORM,1
C4,MEDICAL/DENTAL OFFICE,1
C4,"SCHOOL, PRIVATE, GROUNDS",1
C4,ANIMAL HOSPITAL,1
C4,CURRENCY EXCHANGE,1
C4,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C4,DAY CARE CENTER,1
C4,COIN OPERATED MACHINE,1
C4,ABANDONED BUILDING,1
C40,APARTMENT,468
C40,STREET,435
C40,RESIDENCE,256
C40,SIDEWALK,150
C40,RESIDENCE PORCH/HALLWAY,51
C40,OTHER,48
C40,"SCHOOL, PUBLIC, BUILDING",39
C40,RESIDENTIAL YARD (FRONT/BACK),38
C40,PARKING LOT/GARAGE(NON.RESID.),38
C40,SMALL RETAIL STORE,37
C40,GAS STATION,36
C40,RESTAURANT,35
C40,ALLEY,30
C40,VEHICLE NON-COMMERCIAL,29
C40,PARK PROPERTY,23
C40,GROCERY FOOD STORE,21
C40,"SCHOOL, PUBLIC, GROUNDS",14
C40,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,12
C40,CTA BUS,12
C40,CONVENIENCE STORE,10
C40,CTA BUS STOP,8
C40,CHA APARTMENT,7
C40,VACANT LOT/LAND,7
C40,CONSTRUCTION SITE,6
C40,DRIVEWAY - RESIDENTIAL,5
C40,"SCHOOL, PRIVATE, BUILDING",5
C40,TAVERN/LIQUOR STORE,5
C40,RESIDENCE-GARAGE,4
C40,COMMERCIAL / BUSINESS OFFICE,4
C40,CHA PARKING LOT/GROUNDS,4
C40,"SCHOOL, PRIVATE, GROUNDS",3
C40,CTA TRAIN,3
C40,CTA STATION,3
C40,TAXICAB,3
C40,DAY CARE CENTER,2
C40,ATM (AUTOMATIC TELLER MACHINE),2
C40,VEHICLE-COMMERCIAL,2
C40,APPLIANCE STORE,2
C40,VEHICLE - OTHER RIDE SERVICE,1
C40,BANK,1
C40,CTA PLATFORM,1
C40,ATHLETIC CLUB,1
C40,ABANDONED BUILDING,1
C40,AUTO,1
C40,DEPARTMENT STORE,1
C40,BARBERSHOP,1
C40,GOVERNMENT BUILDING/PROPERTY,1
C40,CAR WASH,1
C41,STREET,261
C41,APARTMENT,168
C41,RESIDENCE,152
C41,OTHER,72
C41,SIDEWALK,59
C41,SMALL RETAIL STORE,48
C41,RESTAURANT,46
C41,DEPARTMENT STORE,43
C41,GROCERY FOOD STORE,39
C41,RESIDENCE PORCH/HALLWAY,35
C41,HOSPITAL BUILDING/GROUNDS,34
C41,PARKING LOT/GARAGE(NON.RESID.),29
C41,RESIDENTIAL YARD (FRONT/BACK),24
C41,DRUG STORE,22
C41,PARK PROPERTY,20
C41,BANK,18
C41,GAS STATION,18
C41,VEHICLE NON-COMMERCIAL,15
C41,CONVENIENCE STORE,14
C41,"SCHOOL, PUBLIC, BUILDING",13
C41,ATHLETIC CLUB,12
C41,COMMERCIAL / BUSINESS OFFICE,11
C41,ALLEY,9
C41,"SCHOOL, PUBLIC, GROUNDS",8
C41,CTA BUS,6
C41,ATM (AUTOMATIC TELLER MACHINE),6
C41,NURSING HOME/RETIREMENT HOME,6
C41,RESIDENCE-GARAGE,4
C41,COLLEGE/UNIVERSITY GROUNDS,3
C41,BAR OR TAVERN,3
C41,DRIVEWAY - RESIDENTIAL,3
C41,CONSTRUCTION SITE,2
C41,"SCHOOL, PRIVATE, BUILDING",2
C41,HOTEL/MOTEL,2
C41,BARBERSHOP,2
C41,COLLEGE/UNIVERSITY RESIDENCE HALL,2
C41,TAXICAB,2
C41,VEHICLE-COMMERCIAL,2
C41,VACANT LOT/LAND,2
C41,MEDICAL/DENTAL OFFICE,2
C41,LIBRARY,2
C41,CTA BUS STOP,2
C41,"SCHOOL, PRIVATE, GROUNDS",2
C41,CURRENCY EXCHANGE,2
C41,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
C41,APPLIANCE STORE,1
C41,TAVERN/LIQUOR STORE,1
C41,HIGHWAY/EXPRESSWAY,1
C41,MOVIE HOUSE/THEATER,1
C41,CLEANING STORE,1
C41,DAY CARE CENTER,1
C41,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C42,APARTMENT,719
C42,STREET,468
C42,RESIDENCE,385
C42,SIDEWALK,227
C42,OTHER,88
C42,"SCHOOL, PUBLIC, BUILDING",72
C42,VEHICLE NON-COMMERCIAL,60
C42,RESIDENTIAL YARD (FRONT/BACK),58
C42,ALLEY,50
C42,PARKING LOT/GARAGE(NON.RESID.),48
C42,RESIDENCE PORCH/HALLWAY,44
C42,SMALL RETAIL STORE,30
C42,GAS STATION,27
C42,PARK PROPERTY,26
C42,POLICE FACILITY/VEH PARKING LOT,23
C42,GROCERY FOOD STORE,22
C42,RESIDENCE-GARAGE,19
C42,"SCHOOL, PUBLIC, GROUNDS",19
C42,CTA BUS,19
C42,CONVENIENCE STORE,15
C42,NURSING HOME/RETIREMENT HOME,15
C42,RESTAURANT,15
C42,BANK,13
C42,ATHLETIC CLUB,11
C42,CTA BUS STOP,9
C42,VACANT LOT/LAND,7
C42,HOSPITAL BUILDING/GROUNDS,7
C42,CTA PLATFORM,6
C42,HOTEL/MOTEL,6
C42,GOVERNMENT BUILDING/PROPERTY,5
C42,ABANDONED BUILDING,5
C42,TAVERN/LIQUOR STORE,5
C42,"SCHOOL, PRIVATE, BUILDING",5
C42,"SCHOOL, PRIVATE, GROUNDS",4
C42,DAY CARE CENTER,4
C42,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4
C42,BARBERSHOP,3
C42,COMMERCIAL / BUSINESS OFFICE,3
C42,LIBRARY,3
C42,VEHICLE - OTHER RIDE SERVICE,3
C42,DRIVEWAY - RESIDENTIAL,3
C42,CTA TRAIN,3
C42,CONSTRUCTION SITE,3
C42,DEPARTMENT STORE,3
C42,VEHICLE-COMMERCIAL,2
C42,CTA STATION,2
C42,MEDICAL/DENTAL OFFICE,2
C42,CHA APARTMENT,2
C42,ATM (AUTOMATIC TELLER MACHINE),2
C42,JAIL / LOCK-UP FACILITY,2
C42,HIGHWAY/EXPRESSWAY,1
C42,BAR OR TAVERN,1
C42,CEMETARY,1
C42,CTA GARAGE / OTHER PROPERTY,1
C42,SPORTS ARENA/STADIUM,1
C42,CAR WASH,1
C42,BOAT/WATERCRAFT,1
C42,FEDERAL BUILDING,1
C42,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C42,CURRENCY EXCHANGE,1
C42,CLEANING STORE,1
C42,CHA PARKING LOT/GROUNDS,1
C42,POOL ROOM,1
C42,PARKING LOT,1
C43,APARTMENT,1591
C43,STREET,1061
C43,RESIDENCE,1036
C43,SIDEWALK,506
C43,OTHER,166
C43,PARKING LOT/GARAGE(NON.RESID.),134
C43,GAS STATION,118
C43,SMALL RETAIL STORE,111
C43,GROCERY FOOD STORE,104
C43,ALLEY,98
C43,RESIDENCE PORCH/HALLWAY,97
C43,"SCHOOL, PUBLIC, BUILDING",96
C43,VEHICLE NON-COMMERCIAL,92
C43,RESIDENTIAL YARD (FRONT/BACK),88
C43,CONVENIENCE STORE,50
C43,RESIDENCE-GARAGE,43
C43,RESTAURANT,36
C43,PARK PROPERTY,28
C43,CTA BUS STOP,23
C43,HOSPITAL BUILDING/GROUNDS,23
C43,CTA BUS,23
C43,DRUG STORE,22
C43,VACANT LOT/LAND,22
C43,"SCHOOL, PUBLIC, GROUNDS",21
C43,CURRENCY EXCHANGE,19
C43,COMMERCIAL / BUSINESS OFFICE,18
C43,NURSING HOME/RETIREMENT HOME,18
C43,DRIVEWAY - RESIDENTIAL,16
C43,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,15
C43,TAVERN/LIQUOR STORE,13
C43,BANK,12
C43,DEPARTMENT STORE,12
C43,DAY CARE CENTER,11
C43,TAXICAB,7
C43,BARBERSHOP,5
C43,"SCHOOL, PRIVATE, BUILDING",5
C43,CAR WASH,5
C43,ANIMAL HOSPITAL,4
C43,ABANDONED BUILDING,4
C43,CHA APARTMENT,4
C43,GOVERNMENT BUILDING/PROPERTY,4
C43,ATM (AUTOMATIC TELLER MACHINE),3
C43,LIBRARY,3
C43,ATHLETIC CLUB,2
C43,CLEANING STORE,2
C43,CONSTRUCTION SITE,2
C43,OTHER COMMERCIAL TRANSPORTATION,2
C43,SPORTS ARENA/STADIUM,2
C43,PORCH,2
C43,VEHICLE - DELIVERY TRUCK,1
C43,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C43,NEWSSTAND,1
C43,"SCHOOL, PRIVATE, GROUNDS",1
C43,COIN OPERATED MACHINE,1
C43,CREDIT UNION,1
C43,RETAIL STORE,1
C43,HOTEL/MOTEL,1
C43,VEHICLE-COMMERCIAL,1
C43,HOUSE,1
C43,LAKEFRONT/WATERFRONT/RIVERBANK,1
C43,MEDICAL/DENTAL OFFICE,1
C43,VEHICLE - OTHER RIDE SERVICE,1
C44,APARTMENT,768
C44,STREET,751
C44,RESIDENCE,739
C44,DEPARTMENT STORE,259
C44,PARKING LOT/GARAGE(NON.RESID.),248
C44,SIDEWALK,236
C44,SMALL RETAIL STORE,197
C44,OTHER,180
C44,GAS STATION,122
C44,ALLEY,80
C44,RESTAURANT,77
C44,GROCERY FOOD STORE,63
C44,RESIDENCE-GARAGE,61
C44,RESIDENTIAL YARD (FRONT/BACK),61
C44,RESIDENCE PORCH/HALLWAY,57
C44,"SCHOOL, PUBLIC, BUILDING",51
C44,VEHICLE NON-COMMERCIAL,46
C44,CONVENIENCE STORE,45
C44,CTA STATION,42
C44,CTA BUS,33
C44,BANK,29
C44,COMMERCIAL / BUSINESS OFFICE,25
C44,"SCHOOL, PUBLIC, GROUNDS",22
C44,CTA PLATFORM,18
C44,CTA BUS STOP,17
C44,CURRENCY EXCHANGE,17
C44,CTA TRAIN,16
C44,ATM (AUTOMATIC TELLER MACHINE),15
C44,VACANT LOT/LAND,13
C44,PARK PROPERTY,11
C44,APPLIANCE STORE,10
C44,HOTEL/MOTEL,9
C44,DRUG STORE,8
C44,BARBERSHOP,7
C44,MOVIE HOUSE/THEATER,7
C44,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6
C44,ATHLETIC CLUB,6
C44,DAY CARE CENTER,6
C44,TAVERN/LIQUOR STORE,5
C44,GOVERNMENT BUILDING/PROPERTY,5
C44,CAR WASH,5
C44,CTA GARAGE / OTHER PROPERTY,5
C44,MEDICAL/DENTAL OFFICE,5
C44,DRIVEWAY - RESIDENTIAL,5
C44,WAREHOUSE,4
C44,LIBRARY,4
C44,ANIMAL HOSPITAL,4
C44,"SCHOOL, PRIVATE, GROUNDS",4
C44,ABANDONED BUILDING,4
C44,"SCHOOL, PRIVATE, BUILDING",3
C44,HIGHWAY/EXPRESSWAY,3
C44,OTHER COMMERCIAL TRANSPORTATION,3
C44,CREDIT UNION,2
C44,CONSTRUCTION SITE,2
C44,TAXICAB,2
C44,NURSING HOME/RETIREMENT HOME,2
C44,CLEANING STORE,2
C44,CTA TRACKS - RIGHT OF WAY,1
C44,CHA PARKING LOT/GROUNDS,1
C44,POLICE FACILITY/VEH PARKING LOT,1
C44,PAWN SHOP,1
C44,VESTIBULE,1
C44,BAR OR TAVERN,1
C44,CHA APARTMENT,1
C44,SAVINGS AND LOAN,1
C44,VEHICLE - DELIVERY TRUCK,1
C44,OTHER RAILROAD PROP / TRAIN DEPOT,1
C44,COIN OPERATED MACHINE,1
C45,RESIDENCE,225
C45,STREET,169
C45,"SCHOOL, PUBLIC, BUILDING",86
C45,APARTMENT,64
C45,SIDEWALK,57
C45,SMALL RETAIL STORE,45
C45,PARKING LOT/GARAGE(NON.RESID.),36
C45,OTHER,26
C45,VEHICLE NON-COMMERCIAL,25
C45,GAS STATION,21
C45,RESIDENCE PORCH/HALLWAY,17
C45,RESTAURANT,13
C45,RESIDENTIAL YARD (FRONT/BACK),12
C45,HOTEL/MOTEL,11
C45,"SCHOOL, PUBLIC, GROUNDS",10
C45,ALLEY,9
C45,DRIVEWAY - RESIDENTIAL,9
C45,CONVENIENCE STORE,8
